hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date,Discount,Cost
"Resort Hotel",1,143,2020,August,34,20,2,5,2,0,0,BB,PRT,"Online TA",TA/TO,0,0,0,D,D,0,"No Deposit",241,NULL,0,Transient,174.04,0,1,Canceled,30/03/2020,0.3,12.99
"Resort Hotel",1,90,2020,August,34,20,2,5,2,1,0,HB,PRT,"Online TA",TA/TO,0,0,0,F,D,0,"No Deposit",241,NULL,0,Transient,289.6,0,1,Canceled,23/05/2020,0.3,17.99
"Resort Hotel",1,60,2020,August,34,20,4,7,2,0,0,BB,AGO,"Online TA",TA/TO,0,0,0,E,E,0,"No Deposit",240,NULL,0,Transient,255.45,0,3,Canceled,05/07/2020,0.3,12.99
"Resort Hotel",1,106,2020,August,34,20,4,9,2,0,0,BB,CHE,"Online TA",TA/TO,0,0,0,D,D,0,"No Deposit",240,NULL,0,Transient,234.62,0,1,Canceled,18/07/2020,0.3,12.99
"Resort Hotel",1,195,2020,August,34,20,4,9,2,0,0,BB,CHE,"Online TA",TA/TO,0,0,0,D,D,1,"No Deposit",240,NULL,0,Transient,180,0,0,Canceled,24/04/2020,0.3,12.99
"Resort Hotel",1,83,2020,August,34,20,6,13,2,0,0,BB,PRT,"Online TA",TA/TO,0,0,0,A,A,0,"No Deposit",241,NULL,0,Transient,204.74,0,1,Canceled,29/05/2020,0.3,12.99
"Resort Hotel",1,19,2020,August,34,21,1,0,2,2,0,BB,PRT,"Online TA",TA/TO,0,0,0,C,C,1,"No Deposit",240,NULL,0,Transient,260,0,1,Canceled,10/08/2020,0.3,12.99
"Resort Hotel",1,25,2020,August,34,21,1,2,2,0,0,BB,CN,"Online TA",TA/TO,0,0,0,E,E,0,"No Deposit",240,NULL,0,Transient,270,0,1,Canceled,27/07/2020,0.3,12.99
"Resort Hotel",1,193,2020,August,34,21,1,2,2,0,0,HB,PRT,"Offline TA/TO",TA/TO,0,0,0,A,A,0,"No Deposit",315,NULL,0,Contract,130.05,0,0,Canceled,14/02/2020,0.3,17.99
"Resort Hotel",1,197,2020,August,34,21,1,2,2,0,0,BB,FRA,"Online TA",TA/TO,0,0,0,A,A,0,"No Deposit",240,NULL,0,Transient,160,0,0,Canceled,05/02/2020,0.3,12.99
"Resort Hotel",1,21,2020,August,34,21,1,3,3,1,0,BB,PRT,"Online TA",TA/TO,0,0,0,H,H,0,"No Deposit",240,NULL,0,Transient,340,0,0,Canceled,02/08/2020,0.3,12.99
"Resort Hotel",1,38,2020,August,34,21,1,3,2,0,0,HB,PRT,"Online TA",TA/TO,0,0,0,A,A,0,"No Deposit",241,NULL,0,Transient,199.12,0,1,Canceled,09/08/2020,0.3,17.99
"Resort Hotel",1,34,2020,August,34,21,1,3,2,0,0,BB,PRT,"Online TA",TA/TO,0,0,0,E,E,0,"No Deposit",240,NULL,0,Transient,270,0,3,Canceled,27/07/2020,0.3,12.99
"Resort Hotel",1,247,2020,August,34,21,1,3,2,2,0,BB,ESP,"Online TA",TA/TO,0,0,0,G,G,0,"No Deposit",240,NULL,0,Transient,244,0,0,Canceled,20/01/2020,0.3,12.99
"Resort Hotel",1,295,2020,August,34,21,1,3,3,1,0,HB,ESP,"Online TA",TA/TO,0,0,0,H,H,0,"No Deposit",240,NULL,0,Transient,297,0,0,Canceled,21/07/2020,0.3,17.99
"Resort Hotel",1,206,2020,August,34,21,1,3,2,0,0,BB,GBR,"Online TA",TA/TO,0,0,0,A,A,0,"No Deposit",240,NULL,0,Transient,160,0,0,Canceled,15/03/2020,0.3,12.99
"Resort Hotel",1,119,2020,August,34,21,1,4,2,2,0,HB,ESP,"Online TA",TA/TO,0,0,0,G,G,0,"No Deposit",240,NULL,0,Transient,378,0,0,Canceled,10/08/2020,0.3,17.99
"Resort Hotel",1,189,2020,August,34,21,1,4,2,0,0,BB,ESP,"Online TA",TA/TO,0,0,0,A,A,0,"No Deposit",240,NULL,0,Transient,160,0,1,Canceled,17/02/2020,0.3,12.99
"Resort Hotel",1,202,2020,August,34,21,1,4,2,0,1,HB,PRT,"Online TA",TA/TO,0,0,0,A,A,1,"No Deposit",240,NULL,0,Transient,192,0,2,Canceled,21/04/2020,0.3,17.99
"Resort Hotel",1,122,2020,August,34,21,1,4,2,1,0,HB,PRT,"Online TA",TA/TO,0,0,0,A,A,3,"No Deposit",240,NULL,0,Transient,295.5,0,1,Canceled,21/04/2020,0.3,17.99
"Resort Hotel",1,12,2020,August,34,21,1,4,2,0,0,HB,PRT,"Online TA",TA/TO,0,0,0,A,A,0,"No Deposit",240,NULL,0,Transient,242,0,0,Canceled,10/08/2020,0.3,17.99
"Resort Hotel",1,238,2020,August,34,21,1,5,2,0,0,BB,PRT,"Online TA",TA/TO,0,0,0,A,A,0,"No Deposit",240,NULL,0,Transient,153.75,0,1,Canceled,10/01/2020,0.3,12.99
"Resort Hotel",1,189,2020,August,34,21,1,5,3,0,0,FB,PRT,"Online TA",TA/TO,0,0,0,A,A,0,"No Deposit",468,NULL,0,Transient,232,0,0,Canceled,17/02/2020,0.3,21.99
"Resort Hotel",1,29,2020,August,34,21,1,5,2,0,0,BB,IRL,"Online TA",TA/TO,0,0,0,A,A,0,"No Deposit",240,NULL,0,Transient,230,0,1,Canceled,03/08/2020,0.3,12.99
"Resort Hotel",1,233,2020,August,34,21,1,5,2,0,0,BB,IRL,"Online TA",TA/TO,0,0,0,A,A,0,"No Deposit",240,NULL,0,Transient,153.75,0,2,Canceled,13/01/2020,0.3,12.99
"Resort Hotel",1,136,2020,August,34,21,2,5,2,1,0,FB,PRT,"Online TA",TA/TO,0,0,0,A,A,0,"No Deposit",175,NULL,0,Transient,240.91,0,0,Canceled,13/04/2020,0.3,21.99
"Resort Hotel",1,144,2020,August,34,21,2,5,2,0,0,HB,FRA,"Online TA",TA/TO,0,0,0,E,E,0,"No Deposit",240,NULL,0,Transient,278.14,0,1,Canceled,02/04/2020,0.3,17.99
"Resort Hotel",1,136,2020,August,34,21,2,5,3,0,0,HB,PRT,"Online TA",TA/TO,0,0,0,D,D,0,"No Deposit",15,NULL,0,Transient,206.51,0,3,Canceled,10/04/2020,0.3,17.99
"Resort Hotel",1,217,2020,August,34,21,2,5,2,1,0,Undefined,PRT,"Offline TA/TO",TA/TO,0,0,0,A,A,0,"No Deposit",472,NULL,0,Transient,52.5,0,0,Canceled,30/01/2020,0.3,0
"Resort Hotel",1,193,2020,August,34,21,2,5,2,2,0,HB,PRT,"Online TA",TA/TO,0,0,0,C,C,1,"No Deposit",314,NULL,0,Transient,184.5,0,0,Canceled,02/08/2020,0.3,17.99
"Resort Hotel",1,204,2020,August,34,21,2,5,2,0,0,HB,ESP,"Online TA",TA/TO,0,0,0,A,A,0,"No Deposit",240,NULL,0,Transient,191.14,0,0,Canceled,30/01/2020,0.3,17.99
"Resort Hotel",1,202,2020,August,34,21,3,6,2,2,0,HB,PRT,"Offline TA/TO",TA/TO,0,0,0,C,C,0,"No Deposit",NULL,NULL,0,Transient,187.4,0,0,Canceled,31/01/2020,0.3,17.99
"Resort Hotel",1,15,2020,August,34,22,0,1,2,2,0,BB,ESP,"Online TA",TA/TO,0,0,0,C,C,0,"No Deposit",240,NULL,0,Transient,260,0,0,Canceled,07/08/2020,0.3,12.99
"Resort Hotel",1,3,2020,August,34,22,0,1,2,0,0,BB,PRT,"Online TA",TA/TO,0,0,0,D,E,0,"No Deposit",306,NULL,0,Transient,125.46,0,0,Canceled,22/08/2020,0.3,12.99
"Resort Hotel",1,101,2020,August,34,22,0,2,2,2,0,BB,FRA,"Online TA",TA/TO,0,0,0,C,C,0,"No Deposit",240,NULL,0,Transient,280,0,1,Canceled,19/05/2020,0.3,12.99
"Resort Hotel",1,49,2020,August,34,22,0,2,2,0,0,BB,ESP,"Online TA",TA/TO,0,0,0,A,A,0,"No Deposit",240,NULL,0,Transient,230,0,2,Canceled,06/07/2020,0.3,12.99
"Resort Hotel",1,157,2020,August,34,22,0,4,2,0,0,BB,GBR,Direct,Direct,0,0,0,F,F,0,"No Deposit",250,NULL,0,Transient,237.5,0,0,Canceled,05/07/2020,0.1,12.99
"Resort Hotel",1,26,2020,August,34,22,0,4,2,0,0,FB,PRT,Direct,Direct,0,0,0,D,D,0,"No Deposit",250,NULL,0,Transient,319,0,2,Canceled,18/08/2020,0.1,21.99
"Resort Hotel",1,181,2020,August,34,22,0,5,2,2,0,HB,FRA,"Online TA",TA/TO,0,0,0,C,C,0,"No Deposit",240,NULL,0,Transient,268,0,0,Canceled,12/06/2020,0.3,17.99
"Resort Hotel",1,58,2020,August,34,23,0,4,2,0,0,HB,PRT,"Online TA",TA/TO,0,0,0,D,D,0,"No Deposit",177,NULL,0,Transient,225.6,0,0,Canceled,26/06/2020,0.3,17.99
"Resort Hotel",1,43,2020,August,34,23,0,4,2,0,0,BB,ESP,"Online TA",TA/TO,0,0,0,E,E,0,"No Deposit",240,NULL,0,Transient,270,0,1,Canceled,27/07/2020,0.3,12.99
"Resort Hotel",1,212,2020,August,34,23,0,4,2,0,0,BB,ESP,"Online TA",TA/TO,0,0,0,E,E,0,"No Deposit",240,NULL,0,Transient,192,0,0,Canceled,04/06/2020,0.3,12.99
"Resort Hotel",1,24,2020,August,34,23,2,4,2,0,0,BB,AGO,"Online TA",TA/TO,0,0,0,A,A,0,"No Deposit",240,NULL,0,Transient,216.67,0,1,Canceled,13/08/2020,0.3,12.99
"Resort Hotel",1,209,2020,August,34,23,2,4,2,0,0,BB,PRT,"Online TA",TA/TO,0,0,0,A,A,1,"No Deposit",240,NULL,0,Transient,158,0,1,Canceled,31/01/2020,0.3,12.99
"Resort Hotel",1,223,2020,August,34,23,2,5,2,0,0,HB,RUS,"Online TA",TA/TO,0,0,0,E,E,0,"No Deposit",240,NULL,0,Transient,222,0,2,Canceled,31/01/2020,0.3,17.99
"Resort Hotel",1,156,2020,August,34,23,2,5,2,0,0,BB,IRL,"Online TA",TA/TO,0,0,0,E,E,0,"No Deposit",240,NULL,0,Transient,225.71,0,1,Canceled,21/03/2020,0.3,12.99
"Resort Hotel",1,63,2020,August,34,23,2,5,1,1,0,BB,PRT,"Online TA",TA/TO,0,0,0,A,A,0,"No Deposit",429,NULL,0,Transient,174.54,0,0,Canceled,23/07/2020,0.3,12.99
"Resort Hotel",1,156,2020,August,34,23,2,5,2,0,0,BB,IRL,"Online TA",TA/TO,0,0,0,D,D,0,"No Deposit",240,NULL,0,Transient,205.71,0,1,Canceled,21/03/2020,0.3,12.99
"Resort Hotel",1,223,2020,August,34,23,2,5,2,0,0,HB,RUS,"Online TA",TA/TO,0,0,0,D,D,2,"No Deposit",240,NULL,0,Transient,204,0,2,Canceled,21/02/2020,0.3,17.99
"Resort Hotel",1,95,2020,August,34,23,2,5,2,0,0,BB,DEU,"Online TA",TA/TO,0,0,0,D,D,0,"No Deposit",240,NULL,0,Transient,238.57,0,1,Canceled,06/06/2020,0.3,12.99
"Resort Hotel",1,195,2020,August,34,23,2,8,3,0,0,HB,PRT,"Offline TA/TO",TA/TO,0,0,0,A,A,0,"No Deposit",196,NULL,0,Transient,39,0,0,Canceled,09/02/2020,0.3,17.99
"Resort Hotel",1,77,2020,August,34,24,0,3,2,0,0,BB,PRT,"Offline TA/TO",TA/TO,0,0,0,A,A,0,"Non Refund",NULL,NULL,0,Transient,198,0,0,Canceled,12/06/2020,0.3,12.99
"Resort Hotel",1,111,2020,August,34,24,0,3,2,0,0,BB,ESP,"Online TA",TA/TO,0,0,0,A,A,0,"No Deposit",240,NULL,0,Transient,230,0,1,Canceled,07/05/2020,0.3,12.99
"Resort Hotel",1,60,2020,August,34,24,1,3,2,0,0,HB,ESP,"Online TA",TA/TO,0,0,0,A,A,0,"No Deposit",240,NULL,0,Transient,252,0,0,Canceled,26/06/2020,0.3,17.99
"Resort Hotel",1,44,2020,August,34,24,1,3,2,0,0,BB,GBR,"Online TA",TA/TO,0,0,0,D,D,0,"No Deposit",240,NULL,0,Transient,240,0,1,Canceled,13/07/2020,0.3,12.99
"Resort Hotel",1,338,2020,August,34,24,1,3,2,0,0,HB,ESP,"Online TA",TA/TO,0,0,0,A,A,0,"No Deposit",240,NULL,0,Transient,181.11,0,1,Canceled,17/07/2020,0.3,17.99
"Resort Hotel",1,197,2020,August,34,24,1,3,2,0,0,BB,IRL,"Online TA",TA/TO,0,0,0,E,E,0,"No Deposit",240,NULL,0,Transient,198,0,1,Canceled,29/06/2020,0.3,12.99
"Resort Hotel",1,20,2020,August,34,24,1,3,2,0,0,BB,GBR,"Online TA",TA/TO,0,0,0,E,E,0,"No Deposit",240,NULL,0,Transient,255,0,1,Canceled,06/08/2020,0.3,12.99
"Resort Hotel",1,71,2020,August,34,24,1,3,2,0,0,BB,ESP,"Online TA",TA/TO,0,0,0,A,A,0,"No Deposit",240,NULL,0,Transient,220,0,0,Canceled,23/07/2020,0.3,12.99
"Resort Hotel",1,198,2020,August,34,24,1,3,2,2,0,BB,IRL,"Online TA",TA/TO,0,0,0,C,C,0,"No Deposit",240,NULL,0,Transient,200,0,0,Canceled,08/02/2020,0.3,12.99
"Resort Hotel",1,338,2020,August,34,24,1,3,2,0,0,HB,ESP,"Online TA",TA/TO,0,0,0,E,E,0,"No Deposit",240,NULL,0,Transient,201.6,0,1,Canceled,17/07/2020,0.3,17.99
"Resort Hotel",1,144,2020,August,34,24,2,4,2,0,0,BB,CHE,"Online TA",TA/TO,0,0,0,A,A,0,"No Deposit",240,NULL,0,Transient,199,0,0,Canceled,09/04/2020,0.3,12.99
"Resort Hotel",1,237,2020,August,34,24,2,4,2,0,0,BB,GBR,"Online TA",TA/TO,0,0,0,A,A,0,"No Deposit",240,NULL,0,Transient,153.75,0,1,Canceled,03/01/2020,0.3,12.99
"Resort Hotel",1,162,2020,August,34,24,2,5,3,0,0,HB,PRT,"Offline TA/TO",TA/TO,0,0,0,A,A,0,"No Deposit",6,NULL,0,Transient,208.05,0,0,Canceled,15/03/2020,0.3,17.99
"Resort Hotel",1,58,2020,August,34,24,2,5,2,0,0,HB,PRT,"Online TA",TA/TO,0,0,0,A,A,0,"No Deposit",240,NULL,0,Transient,239.14,0,0,Canceled,01/08/2020,0.3,17.99
"Resort Hotel",1,163,2020,August,34,24,2,5,2,1,0,HB,PRT,"Online TA",TA/TO,0,0,0,A,A,0,"No Deposit",15,NULL,0,Transient,188.03,0,0,Canceled,22/03/2020,0.3,17.99
"Resort Hotel",1,165,2020,August,34,24,2,5,3,0,0,HB,PRT,"Online TA",TA/TO,0,0,0,C,C,1,"No Deposit",5,NULL,0,Transient,229.43,0,0,Canceled,25/04/2020,0.3,17.99
"Resort Hotel",1,162,2020,August,34,24,2,5,3,0,0,HB,PRT,"Offline TA/TO",TA/TO,0,0,0,A,A,0,"No Deposit",6,NULL,0,Transient,208.05,0,0,Canceled,22/03/2020,0.3,17.99
"Resort Hotel",1,198,2020,August,34,24,2,5,2,1,0,Undefined,PRT,"Online TA",TA/TO,0,0,0,A,A,1,"No Deposit",314,NULL,0,Transient,204.75,0,0,Canceled,14/08/2020,0.3,0
"Resort Hotel",1,60,2020,August,34,25,0,1,2,0,0,BB,ESP,"Online TA",TA/TO,0,0,0,A,A,0,"No Deposit",240,NULL,0,Transient,207,0,1,Canceled,26/06/2020,0.3,12.99
"Resort Hotel",1,198,2020,August,34,25,1,2,1,0,0,BB,DEU,"Online TA",TA/TO,0,0,0,A,A,0,"No Deposit",240,NULL,0,Transient,151,0,1,Canceled,13/02/2020,0.3,12.99
"Resort Hotel",1,26,2020,August,34,25,1,2,2,0,0,BB,ESP,"Online TA",TA/TO,0,0,0,A,A,0,"No Deposit",240,NULL,0,Transient,216.67,0,1,Canceled,30/07/2020,0.3,12.99
"Resort Hotel",1,31,2020,August,34,25,2,2,2,0,0,BB,GIB,"Online TA",TA/TO,0,0,0,E,E,1,"No Deposit",240,NULL,0,Transient,250,0,2,Canceled,13/08/2020,0.3,12.99
"Resort Hotel",1,72,2020,August,34,25,2,2,2,2,0,BB,ESP,"Online TA",TA/TO,0,0,0,C,C,0,"No Deposit",240,NULL,0,Transient,260,0,2,Canceled,19/07/2020,0.3,12.99
"Resort Hotel",1,90,2020,August,34,25,2,2,2,2,0,BB,GBR,"Online TA",TA/TO,0,0,0,C,C,0,"No Deposit",240,NULL,0,Transient,270,0,1,Canceled,13/06/2020,0.3,12.99
"Resort Hotel",1,149,2020,August,34,25,2,2,2,2,0,BB,ESP,"Online TA",TA/TO,0,0,0,C,C,1,"No Deposit",240,NULL,0,Transient,249,0,1,Canceled,02/04/2020,0.3,12.99
"Resort Hotel",1,150,2020,August,34,25,2,3,2,0,0,HB,ESP,"Online TA",TA/TO,0,0,0,A,A,0,"No Deposit",240,NULL,0,Transient,229,0,1,Canceled,11/04/2020,0.3,17.99
"Resort Hotel",1,253,2020,August,34,25,2,4,1,0,0,BB,ESP,"Online TA",TA/TO,0,0,0,A,A,0,"No Deposit",240,NULL,0,Transient,153.75,0,1,Canceled,07/01/2020,0.3,12.99
"Resort Hotel",1,167,2020,August,34,25,2,4,2,2,0,HB,ROU,"Online TA",TA/TO,0,0,0,G,G,0,"No Deposit",240,NULL,0,Transient,331.33,0,0,Canceled,15/03/2020,0.3,17.99
"Resort Hotel",1,253,2020,August,34,25,2,4,2,0,0,BB,ESP,"Online TA",TA/TO,0,0,0,A,A,0,"No Deposit",240,NULL,0,Transient,153.75,0,1,Canceled,07/01/2020,0.3,12.99
"Resort Hotel",1,253,2020,August,34,25,2,4,2,0,0,BB,ESP,"Online TA",TA/TO,0,0,0,A,A,0,"No Deposit",240,NULL,0,Transient,153.75,0,2,Canceled,07/01/2020,0.3,12.99
"Resort Hotel",1,110,2020,August,34,25,2,3,2,0,0,BB,IRL,"Online TA",TA/TO,0,0,0,A,A,0,"No Deposit",240,NULL,0,Transient,214,0,0,Canceled,09/05/2020,0.3,12.99
"Resort Hotel",1,38,2020,August,34,25,2,5,2,2,0,BB,ESP,"Online TA",TA/TO,0,0,0,C,C,0,"No Deposit",240,NULL,0,Transient,251.43,0,1,Canceled,13/08/2020,0.3,12.99
"Resort Hotel",1,172,2020,August,34,25,2,5,3,0,0,HB,PRT,"Online TA",TA/TO,0,0,0,A,A,1,"No Deposit",5,NULL,0,Transient,259,0,0,Canceled,07/03/2020,0.3,17.99
"Resort Hotel",1,0,2020,August,34,26,0,1,2,0,0,BB,PRT,Direct,Direct,0,0,0,G,G,0,"No Deposit",NULL,NULL,0,Transient,235,0,0,Canceled,26/08/2020,0.1,12.99
"Resort Hotel",1,172,2020,August,34,26,0,1,3,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,"No Deposit",250,NULL,0,Transient,207,0,0,Canceled,08/03/2020,0.1,12.99
"Resort Hotel",1,17,2020,August,34,26,1,1,2,0,0,BB,USA,"Online TA",TA/TO,0,0,0,D,D,0,"No Deposit",240,NULL,0,Transient,240,0,2,Canceled,23/08/2020,0.3,12.99
"Resort Hotel",1,45,2020,August,34,26,2,1,2,0,0,BB,CHL,"Online TA",TA/TO,0,0,0,E,E,0,"No Deposit",240,NULL,0,Transient,243.33,0,1,Canceled,18/07/2020,0.3,12.99
"Resort Hotel",1,74,2020,August,34,26,2,1,2,2,0,BB,PRT,"Online TA",TA/TO,0,0,0,G,G,0,"No Deposit",240,NULL,0,Transient,303.33,0,1,Canceled,09/08/2020,0.3,12.99
"Resort Hotel",1,143,2020,August,34,26,2,1,2,2,0,BB,ESP,"Online TA",TA/TO,0,0,0,G,G,2,"No Deposit",240,NULL,0,Transient-Party,295.67,0,1,Canceled,09/04/2020,0.3,12.99
"Resort Hotel",1,204,2020,August,34,26,2,1,2,0,0,HB,PRT,"Online TA",TA/TO,0,0,0,A,A,1,"No Deposit",314,NULL,0,Transient,140.4,0,0,Canceled,28/07/2020,0.3,17.99
"Resort Hotel",1,143,2020,August,34,26,2,1,2,2,0,BB,ESP,"Online TA",TA/TO,0,0,0,G,G,3,"No Deposit",240,NULL,0,Transient-Party,295.67,0,1,Canceled,09/04/2020,0.3,12.99
"Resort Hotel",1,191,2020,August,34,26,2,2,2,0,0,FB,PRT,"Offline TA/TO",TA/TO,0,0,0,A,A,0,"No Deposit",6,NULL,0,Transient,173,0,0,Canceled,01/08/2020,0.3,21.99
"Resort Hotel",1,80,2020,August,34,26,2,2,2,0,0,BB,PRT,"Offline TA/TO",TA/TO,0,0,0,D,D,0,"No Deposit",40,NULL,0,Contract,135,0,1,Canceled,15/07/2020,0.3,12.99
"Resort Hotel",1,181,2020,August,34,26,2,2,2,2,0,BB,ESP,"Online TA",TA/TO,0,0,0,C,C,0,"No Deposit",240,NULL,0,Transient,220,0,1,Canceled,04/04/2020,0.3,12.99
"Resort Hotel",1,29,2020,August,34,26,2,4,2,2,0,HB,PRT,"Online TA",TA/TO,0,0,0,G,G,0,"No Deposit",240,NULL,0,Transient,342.17,0,0,Canceled,02/08/2020,0.3,17.99
"Resort Hotel",1,17,2020,August,34,26,2,4,2,0,0,HB,PRT,Direct,Direct,0,0,0,C,C,1,"No Deposit",250,NULL,0,Transient,262.38,0,0,Canceled,15/08/2020,0.1,17.99
"Resort Hotel",1,66,2020,August,34,26,2,5,2,1,0,HB,PRT,"Online TA",TA/TO,0,0,0,D,D,0,"No Deposit",242,NULL,0,Transient,284.86,0,1,Canceled,16/08/2020,0.3,17.99
"Resort Hotel",1,103,2020,August,34,26,2,5,2,2,0,BB,ESP,"Online TA",TA/TO,0,0,0,C,C,0,"No Deposit",240,NULL,0,Transient,251.43,0,1,Canceled,25/05/2020,0.3,12.99
"Resort Hotel",1,184,2020,August,34,26,2,5,2,0,0,FB,PRT,"Offline TA/TO",TA/TO,0,0,0,A,A,0,"No Deposit",8,NULL,0,Transient,173,0,0,Canceled,07/03/2020,0.3,21.99
"Resort Hotel",1,142,2020,August,34,26,2,5,1,0,0,HB,PRT,"Offline TA/TO",TA/TO,0,0,0,D,D,0,"No Deposit",96,NULL,0,Transient,155,0,0,Canceled,07/08/2020,0.3,17.99
"Resort Hotel",1,47,2020,August,34,26,2,5,2,2,0,HB,ESP,"Online TA",TA/TO,0,0,0,G,G,0,"No Deposit",240,NULL,0,Transient,340.86,0,0,Canceled,22/07/2020,0.3,17.99
"Resort Hotel",1,185,2020,August,34,26,2,5,3,0,0,FB,PRT,"Online TA",TA/TO,0,0,0,C,C,1,"No Deposit",5,NULL,0,Transient,251,0,0,Canceled,06/03/2020,0.3,21.99
"Resort Hotel",1,90,2020,August,34,26,2,5,2,0,0,BB,GBR,"Online TA",TA/TO,0,0,0,A,A,1,"No Deposit",240,NULL,0,Transient,201.43,0,1,Canceled,02/07/2020,0.3,12.99
"Resort Hotel",1,87,2020,August,34,26,2,5,2,2,0,HB,ESP,"Online TA",TA/TO,0,0,0,C,C,0,"No Deposit",240,NULL,0,Transient,299.43,0,1,Canceled,05/06/2020,0.3,17.99
"Resort Hotel",1,17,2020,August,34,26,2,5,2,2,0,BB,IRL,"Online TA",TA/TO,0,0,0,G,G,1,"No Deposit",240,NULL,0,Transient,294.29,0,1,Canceled,10/08/2020,0.3,12.99
"Resort Hotel",1,3,2020,August,34,26,2,5,1,0,0,BB,PRT,"Offline TA/TO",TA/TO,0,0,0,D,D,0,"No Deposit",96,NULL,0,Transient,183.13,0,0,Canceled,23/08/2020,0.3,12.99
"Resort Hotel",1,17,2020,August,34,26,2,5,2,0,0,BB,IRL,"Online TA",TA/TO,0,0,0,A,A,1,"No Deposit",240,NULL,0,Transient,194.29,0,1,Canceled,10/08/2020,0.3,12.99
"Resort Hotel",1,212,2020,August,34,26,2,5,2,1,0,HB,PRT,"Online TA",TA/TO,0,0,0,E,E,0,"No Deposit",15,NULL,0,Transient,179.89,0,0,Canceled,26/06/2020,0.3,17.99
"Resort Hotel",1,40,2020,August,34,26,2,5,2,0,0,HB,ESP,Direct,Direct,0,0,0,F,F,0,"No Deposit",250,NULL,0,Transient,293.86,0,0,Canceled,18/07/2020,0.1,17.99
"Resort Hotel",1,191,2020,August,34,26,2,6,2,0,0,HB,PRT,"Online TA",TA/TO,0,0,0,A,A,0,"No Deposit",240,NULL,0,Transient,202,0,1,Canceled,17/07/2020,0.3,17.99
"Resort Hotel",1,19,2020,August,34,26,4,6,2,1,0,FB,PRT,"Online TA",TA/TO,0,0,0,D,D,1,"No Deposit",5,NULL,0,Transient,245.3,0,0,Canceled,14/08/2020,0.3,21.99
"Resort Hotel",1,181,2020,August,34,26,4,10,2,0,0,BB,RUS,"Online TA",TA/TO,0,0,0,E,E,0,"No Deposit",240,NULL,0,Transient,205.14,0,0,Canceled,01/03/2020,0.3,12.99
"Resort Hotel",1,73,2020,August,35,27,1,0,2,0,0,BB,PRT,"Online TA",TA/TO,0,0,0,A,A,0,"No Deposit",240,NULL,0,Transient,190,0,0,Canceled,26/06/2020,0.3,12.99
"Resort Hotel",1,220,2020,August,35,27,1,0,2,0,0,BB,PRT,"Offline TA/TO",TA/TO,0,0,0,D,D,1,"No Deposit",251,NULL,0,Transient-Party,128.7,0,0,Canceled,04/08/2020,0.3,12.99
"Resort Hotel",1,51,2020,August,35,27,2,0,2,2,0,BB,USA,"Online TA",TA/TO,0,0,0,G,G,0,"No Deposit",240,NULL,0,Transient,290,0,1,Canceled,11/07/2020,0.3,12.99
"Resort Hotel",1,51,2020,August,35,27,2,0,2,2,0,BB,USA,"Online TA",TA/TO,0,0,0,G,G,0,"No Deposit",240,NULL,0,Transient,290,0,1,Canceled,07/07/2020,0.3,12.99
"Resort Hotel",1,50,2020,August,35,27,2,0,2,0,0,HB,PRT,"Online TA",TA/TO,0,0,0,D,D,0,"No Deposit",240,NULL,0,Transient,242,0,0,Canceled,14/07/2020,0.3,17.99
"Resort Hotel",1,301,2020,August,35,27,2,1,2,1,0,HB,ESP,"Online TA",TA/TO,0,0,0,A,A,1,"No Deposit",240,NULL,0,Transient,190.88,0,1,Canceled,11/08/2020,0.3,17.99
"Resort Hotel",1,344,2020,August,35,27,2,1,2,0,0,HB,ESP,"Online TA",TA/TO,0,0,0,A,A,0,"No Deposit",240,NULL,0,Transient,185.75,0,0,Canceled,30/10/2019,0.3,17.99
"Resort Hotel",1,140,2020,August,35,27,2,1,2,0,0,BB,BEL,"Online TA",TA/TO,0,0,0,E,E,0,"No Deposit",240,NULL,0,Transient,229,0,1,Canceled,30/07/2020,0.3,12.99
"Resort Hotel",1,36,2020,August,35,27,2,1,2,1,0,BB,PRT,"Online TA",TA/TO,0,0,0,E,E,0,"No Deposit",242,NULL,0,Transient,244.16,0,1,Canceled,26/07/2020,0.3,12.99
"Resort Hotel",1,61,2020,August,35,27,2,2,2,0,0,HB,ESP,"Online TA",TA/TO,0,0,0,A,A,0,"No Deposit",240,NULL,0,Transient,222,0,2,Canceled,09/08/2020,0.3,17.99
"Resort Hotel",1,22,2020,August,35,27,2,2,2,2,0,BB,GBR,"Online TA",TA/TO,0,0,0,G,G,0,"No Deposit",240,NULL,0,Transient,295,0,0,Canceled,05/08/2020,0.3,12.99
"Resort Hotel",1,47,2020,August,35,27,2,3,1,2,0,HB,PRT,"Online TA",TA/TO,0,0,0,F,F,0,"No Deposit",242,NULL,0,Transient,289.8,0,1,Canceled,28/07/2020,0.3,17.99
"Resort Hotel",1,47,2020,August,35,27,2,3,1,1,0,HB,PRT,"Online TA",TA/TO,0,0,0,F,F,0,"No Deposit",242,NULL,0,Transient,253.8,0,1,Canceled,28/07/2020,0.3,17.99
